Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas557           Pavarde557               5     6     3     9     4     8
Vardas558           Pavarde558               1     3     8     8     5     7
Vardas559           Pavarde559              10    10     1     1     9     4
Vardas560           Pavarde560               8    10    10    10     2     4
Vardas561           Pavarde561              10     7     7     8     8     4
Vardas562           Pavarde562               9    10    10     2    10    10
Vardas563           Pavarde563              10     3     6     4     8     2
Vardas564           Pavarde564               8     4     5     1     2     1
Vardas565           Pavarde565              10     6     8     8     6     5
Vardas566           Pavarde566               3     3     8     8     5     1
Vardas567           Pavarde567              10     0     2     5     7     7
Vardas568           Pavarde568               4     9     8     2    10     3
Vardas569           Pavarde569               2     8     7     4     4     8
Vardas570           Pavarde570               9     9     1     0     5     0
Vardas571           Pavarde571               0     9     7     3     6     5
Vardas572           Pavarde572               3     8     3     1     2     6
Vardas573           Pavarde573              10     7     1     2     6     1
Vardas574           Pavarde574               5     3     1     6     5    10
Vardas575           Pavarde575               1     7     6     7    10     2
Vardas576           Pavarde576               7     7    10     7     1     7
Vardas577           Pavarde577               5     2     8     0     9     3
Vardas578           Pavarde578               6     3     8     7     9     4
Vardas579           Pavarde579               0    10     3     8    10     3
Vardas580           Pavarde580               8     1     8     8    10     3
Vardas581           Pavarde581               3     8     7     5     9     0
Vardas582           Pavarde582               1     9     3     3     4     9
Vardas583           Pavarde583               2     2     6    10     0     2
Vardas584           Pavarde584               0     5     6     9     2     3
