Pavarde        Vardas         Galutinis balas (vid.)        
Pavarde1218    Vardas1218     2.32                          
Pavarde1219    Vardas1219     2.16                          
Pavarde1224    Vardas1224     4.80                          
Pavarde1225    Vardas1225     4.36                          
Pavarde1229    Vardas1229     3.04                          
Pavarde1231    Vardas1231     1.80                          
Pavarde1232    Vardas1232     2.36                          
Pavarde1233    Vardas1233     1.28                          
Pavarde1234    Vardas1234     3.64                          
Pavarde1236    Vardas1236     4.76                          
Pavarde1238    Vardas1238     3.64                          
Pavarde1240    Vardas1240     3.52                          
Pavarde1242    Vardas1242     4.88                          
Pavarde1243    Vardas1243     1.96                          
Pavarde1244    Vardas1244     3.56                          
Pavarde1245    Vardas1245     4.52                          
Pavarde1246    Vardas1246     4.16                          
