Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas557           Pavarde557               9     0    10     1     0     2
Vardas558           Pavarde558               4     6     3     0     9     5
Vardas559           Pavarde559               4     5     0     4     4     7
Vardas560           Pavarde560               7     1     8     8     5     5
Vardas561           Pavarde561               1     5     4     1    10     3
Vardas562           Pavarde562               3     9     3     5     3     2
Vardas563           Pavarde563               0    10     5     4     8     1
Vardas564           Pavarde564               1     3     8     3     9    10
Vardas565           Pavarde565               6     3     4     7     7     5
Vardas566           Pavarde566               4     5     0     2     9     2
Vardas567           Pavarde567               4     3     4    10     5     8
Vardas568           Pavarde568               4     0     8     8     7     5
Vardas569           Pavarde569               8     3     8     0     4     8
Vardas570           Pavarde570               2     2     6     0     9     2
Vardas571           Pavarde571               1     0     6     1     1     2
Vardas572           Pavarde572               4     5     1     7     3    10
Vardas573           Pavarde573               0     7     8     8     4     5
Vardas574           Pavarde574               4     6     5     1     6     0
Vardas575           Pavarde575               8     1    10     5    10     9
Vardas576           Pavarde576               3     3     6    10     8    10
